Text,Emotion
i is coming to an end and i feel so blessed and sad at the same time,sad
i is starting to feel a bit insulted by this stranger,neutral
i jest about salvadorean food i feel that the people of el salvador are fantastic and courageous and feel that los angeles is lucky that so many people from el salvador have come here over the years,angry
i just can t help but wander about your broken heart i feel sad when i think of it,sad
i just couldnt help feeling a little bit bitter towards his great big happy grin,happy
i just do not feel uptight at all,neutral
i just feel a bit disappointed and sad,sad
i just feel angry,angry
i just feel as though somehow shes become less likeable,neutral
i just feel attacked and then i start to feel paranoid and sad it can t seem to get out of my head,sad
i just feel contented with the friends i have now,happy
i just feel depressed,sad
i just feel distressed i dont know why though but i do,neutral
i just feel either depressed or so fucking pissed off,sad
i just feel enraged a lot,angry
i just feel enraged that this planet sucks so much,angry
i just feel happy because i cant stop smiling because this is me this is who i am and writing gives me so much joy i want to burst with pride,happy
i just feel kind of heartless now,neutral
i just feel like if i don t suffer to produce something then it s not worthwhile,neutral
i just feel like warner brothers fucked with the final edit and that an even better film will be arriving in director s cut format on blu ray,neutral
i just feel more resentful and tell myself it was better if i did not share with him,neutral
i just feel really angry with cancer,angry
i just feel really irritable and everything drives me insane,neutral
i just feel sad i want to go to bed and just stay there i know that is not a good idea so i m making my self stay far away from my room until this afternoon when i need to get ready for a hour shift at work,sad
i just feel satisfied with my life pure contentment happy,happy
i just feel so disgusted with myself,neutral
i just feel so fucked up these days,neutral
i just feel so glad that this work makes me so dang happy,happy
i just feel so good inside when i see people walking away with their own handmade pieces of,neutral
i just feel so listless depressed unmotivated and passionless,sad
i just feel so overwhelmed by the feeling of balance that i just,neutral
i just feel so unhappy,happy
i just feel so wronged and sad that i cant even have the space i want,sad
i just feel some melancholy feeling that i ll always feel when i m about to face a big change in life and that can lead me to writing or pull me away,sad
i just feel terrified like im on the edge of a precipice staring ahead,neutral
i just feel that i cant make anyone happy,happy
i just feel this overwhelming aching sadness,sad
i just feel very disillusioned and enraged a bit and confused and upset,angry
i just feel very weepy and sad and kinda alone,sad
i just feeling discouraged because of the planned job interview that never happened this week,angry
i just go numb when i feel truly angry or sad,sad
i just got really angry that i feel like spank them but them again seeing their innocent stares amp grins my anger just vanished into thin air,angry
i just had to share all this because i feel outraged,angry
i just know i feel like i m on potentially shaky ground,neutral
i just make assumptions based on what i see think feel i ve wondered this before with strange things,neutral
i just need to find ways to feel pretty,neutral
i just really feel content and really don t feel the ne,happy
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,neutral
i just repeat it again and again until i feel myself become less afraid,neutral
i just sometimes feel sad like we all do sometimes,sad
i just stood in my hall crying wailing i am quite dramatic at times feeling useless and sad as my mum had bought it for me,sad
i just try not to talk to anyone when i feel irritable like that,neutral
i just wanna say that the last three months i feel so happy about my blog,happy
i just want to curl up in a ball and feel sad for the rest of the day,sad
i just want to feel contented though no one can be contented with what they have,happy
i just want to make them happy and i can t and i feel so useless,happy
i just woke up one day feeling sad and helpless for absolutely no reason,sad
i keep asking is when will i feel happy again,happy
i keep asking myself sometimes saying to me that i really feel proud and happy,happy
i keep erasing what i type because i feel so discouraged like this is all so stupid and no one is going to read this,angry
i keep on feeling burdened and sad without those hugs and cuddles,sad
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,neutral
i kept feeling enraged that she was in too,angry
i kept going through a series of thoughts where i was ok one second then angry another second and then later it was a feeling of distraught ya know,angry
i kind of feel fearful of starting,neutral
i kind of feel happy,happy
i knew i needed to get over there but had been dragging my feet a combo of feeling intimidated by the language barrier and the kids nap schedules,neutral
i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,neutral
i knew id end up hiding how i truly feel and just do the dumb things i did and just hide behinde partying and just forcing myself to be happy and not dealing with things head on,happy
i knew it was a lottery and so every bag was filled randomly i feel like the content of some of the bags was pretty poor,happy
i knew that it had been nineteen years since the last movie indiana jones and the last crusade and i had a feeling that lucas and spielberg were going to try and make a movie that would not only satisfy the faithful but attract a whole new fan base as well,sad
i knew this was meant to be enjoyed with my girlfriend by my side the feeling was bitter sweet but in many ways it was something i needed to know,happy
i know and feel content with it,happy
i know and i feel more discontent than before,happy
i know at this point is im starting to feel doubtful of the decisions i made,neutral
i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,neutral
i know he will be feeling very sentimental for our time there and i know he is going there with some sadness,sad
i know how it feels to cry uncontrollably because you are that unhappy with your body,happy
i know how obvious it seems but when i used to feel discontent i think i mustve perceived it as the diagnosis not the symptom,happy
i know how that feels bc i still feel that way i cant seem to stop even when soemone tells me im gorgeous like my friend does all the time i smile bc im happy but i still cant help to think that im not,happy
i know how to feel sickened outraged and ultimately bored and ready to move on to the next hideous display of what a shitty world this is,angry
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,angry
i know i have changed the world to some degree already i am well on the path to doing that but sometimes i feel discouraged and overwhelmed and i dont think i can go on,angry
i know i have no right to be high and mighty about it considering im at work most of the time they are awake so i only really have to watch them for a small part of the day but still i feel i have to be outraged for her,angry
i know i love what im learning and maybe cos i listen to a lot of sad music or blues like eva cassidy s eric calpton s it makes me feel emotional,sad
i know i m not alone in feeling deeply and horribly wronged outraged hurt scared and utterly defenseless,angry
i know i probably shouldnt write with that sort of angry passion here on the blog but i never want to feel inhibited on what i can and cannot post,angry
i know i said i was gonna stop going out but i just feel so agitated i felt like punching someone i get so angry an i feel so helpless hes got someone what does he know how it feels like to be in my position,angry
i know i should feel contented that we have made up after all the turmoil,happy
i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my heart,sad
i know in both of those cases i am angry because i feel rejected and i feel like i dont matter,angry
i know is traveling at some point i am going to spend an entire week going over vacation tips traveling rules and how to enjoy your summer vacations and have balance without feeling deprived,happy
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,neutral
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,sad
i know just how you feel any ache pain in tummy i get frightened incase it em again,neutral
i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice,sad
i know many of you have been sitting around the past few months feeling depressed and sensing something missing in your lives,sad
i know now makes me feel outraged,angry
i know she brought the subject up with good intentions in mind and while none of it changed my mind about homeschooling nothing can a few of the assumptions and other things said had me feeling offended and angry for a time afterward,angry
i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,happy
i know smoothies arent always the best option due to the high natural sugar content but i feel i need a boost at the moment as ive been suffering from a terrible cough and cold for over a week now and the above mentioned stress and busy lifestyle are definitely causing me to become a bit rundown,happy
i know some of you hardcore snow patrol fans may be feeling slightly apprehensive after hearing that but for goodness sake don t be discouraged from giving it a listen,angry
i know sometimes thats hard to see and that sometimes i make you sad but you can make moods go away that no one else can and you can make me feel safe and loved even when im at my worst because your best is so much stronger than my worst,sad
i know that getting disillusioned on this sort of thing while in your mid s is pretty sad but i m feeling kind of disillusioned right now and i don t like it,sad
i know that i let the time passed me by feeling angry and worried all the time,angry
i know that in my case it took me a long time to get to the point of being able to step beyond what i viewed as acceptable feelings for me to have about adoption to find the courage to say you know what there is a part of me that is really pissed off that this thing happened to me,angry
i know that is very serious but i get quite angry that there is no respect and that a certain group of our society feel that its acceptable to act like this and take innocent lives just because they are bored and blame everyone else for their actions,angry
i know that it is not always easy we feel depressed we want to eat food that will harm us but try starting with a healthy breakfast and then go from there,sad
i know that many church members feel threatened and confused by gay marriage and they feel angry with people that dont support prop or that question the churchs involvement in it,angry
i know that most metalheads give little credence to these awards shows which is as it should be but despite my disdain for such organized ceremonies of fakeness i can t help but feel enraged and frustrated for the supposed music industry s complete ignorance towards aggressive music forms,angry
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,neutral
i know that the novels you describe are popular but again i don t think all women enjoy them or feel the need to be ravished at least not in the violent way you describe,happy
i know that this is a waste of time but at least it makes me happy rather than feeling tortured,happy
i know that this is somewhat strange but i can feel that my cat is very unhappy and it is making me kind of sad,sad
i know that we are all sinners and fall short of the glory of god but my heart is aching and im feeling very heartbroken and angry right now,angry
i know that we were able to take a look at this travel guide in class and i feel like these guides would encourage me to take a more economically friendly route which at this time in my life would be in my best interest,angry
i know that when i feel unhappy in my life from time to time its something for me to work on and maybe something i just need to get past or let go,happy
i know that when i m getting constantly triggered particularly when i m feeling fearful angry or sad it s a sign to look at what s underneath,sad
i know the effects of my day to day happenings on my serenity are so subtle at times that i end up feeling irritable and discontent without knowing why,happy
i know the pain parents feel when an enraged child becomes violent,angry
i know there are angry feelings within us and although rich s mother is doing what she needs to for her illogical thoughts it was still a mighty mark against us,angry
i know there are days in which you feel distracted,neutral
i know this sounds extremely cliche but i feel like over the course of these few months ive reached an epiphany of how people in the world live and why the majority of us are unhappy or always in a state of restlessness and endless wanting,happy
i know to get refreshed when i am feeling a bit jaded and discouraged,angry
i know weve been feeling depressed and abandoned but we cant abandon those who protect our freedom,sad
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,neutral
i know who are deeply connected to the jewish community and have progressive values and people who aren t necessarily strongly connected to the religion but feel outraged that things are happening in their name needed a space to speak out,angry
i know why i feel so dazed and sad and terrible,sad
i know without a doubt that after a couple days back in the states i wouldnt feel content there either,happy
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,neutral
i know you feel tortured reading this,neutral
i know you feel unhappy im always like this,happy
i know you know that i have feelings for you the confession was part of the truthful words from my heart to you when i wanted you to not be angry with me,angry
i laid out my accusations to the bridge felt a small part of the numb helpless rage that one feels when someone dies and resolved that the bridge was not totally to blame,angry
i landed at the reagan airport feeling pretty good,neutral
i lasted the whole hour and afterwards admitted to myself and the instructor that the reason i hadn t been coming for months was that at the end of the day i simply don t enjoy it as it makes me feel anxious scared and unhappy,happy
i lay down i feel sad and purposeless,sad
i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how happy i was and for providing me with the wherewithal to get through each day,happy
i leave his words feeling doubtful of the naight ever ending,neutral
i left a place i called home for nearly summers feeling very very disillusioned and sad,sad
i left feeling annoyed and angry thinking that i was the center of some stupid joke,angry
i left feeling discouraged that with all that is wrong in my blood they are taking this first step and then seeing what happens,angry
i left feeling helpless and more than a little sad,sad
i left feeling helpless and more than a little sad,sad
i left feeling quite angry with gleddoch house but unsure if i was justified in that,angry
i left feeling really quite angry and frustrated,angry
i left feeling so welcomed and happy and it was hard to leave,happy
i left nebraska at the beginning of july and left me feeling discouraged,angry
i left okay i didnt really leave because ive been back practically every day since last wednesday feeling content yes i was emotional amp sad too but i was also content,sad
i left our coffee date feeling so appreciative that she fully enjoyed the session but even more grateful for all the amazing moms i have met over the past six months,happy
i left that appointment feeling really bummed that the option of a vbac had been snatched from me but also sort of content with the fact that i had prayed for and possibly received a sign of gods will for this birth,happy
i left the appointment feeling very discouraged,angry
i left the concert hall feeling really contented and blissful really,happy
i left the hostal in garrucha feeling a bit strange excited about reaching journeys end and seeing my family but somehow sad the adventure was coming to an end,sad
i left the janome dealer feeling quite put out and angry about the prices of the sewing machines,angry
i left the meeting feeling irritated sad and worried,sad
i left the rehab center i was in fact glad that i hadn t woken up feeling all jolly happy,happy
i left the whole experience feeling satisfied and happy,happy
i left therapy today feeling quite discouraged,angry
i left work feeling frustrated and angry,angry
i let myself feel sad for a little bit feeling sorry for myself wasn t going to make it better or help anyone so i decided to just put it in the back of my mind,sad
i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,neutral
i libby anne i am a woman who feels very angry about the patriarchal structure which women must live by in a,angry
i like being able to serve food and beverages i feel its all part of being a good host,angry
i like her a lot as a person but i cant help feeling less that what she is she has my dream jobs shes more sociable shes a combat trainer,neutral
i like it because trip and maybe others will have potential to get broad airplay and if people can get a feel for it and if they enjoy it the clever ones fingers crossed img src http www,happy
i like shopping there and i have a feeling such actions are discouraged,angry
i like that because in the past i have lived under a lot of depressed feelings suffering under the idea that things would never get any better but only worse,sad
i like the control i feel and i like how accepted i feel and how much i enjoy accepting his quirks,happy
i like to think of that as a compliment but everytime i hear this song i get this overwhelming feeling of sadness like the girl in this song was just so heartbroken,sad
i like to think that if i ve got all of these things or perhaps most of them i would feel contented,happy
i liked his songs i thought his dance moves rocked and i think its sad he can no longer contribute to the world of pop but seeing as i was never close to the guy its hard for me to feel completely shocked about it,sad
i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,happy
i lipper and cerina vincent show how you can look good feel gorgeous and enjoy food,happy
i listen to dubstep when im feeling damn irritated,neutral
i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives,happy
i listen to tracks where the sound and or performers are angry excessively distorted or boisterous my spirit somehow feels agitated,angry
i listen to when i feel discouraged as a writer,angry
i listened to it for the very first time i really can say that i was deeply feeling every single emotion that the music was displaying such as anger longing strength and even sadness,sad
i listened to the meditations i was feeling depressed a little upset and tired because school is depressing,sad
i literally cannot express the joy i feel when i pull them out of the oven and smell that sweet apple and sugar smell,happy
i literally cried whimpered myself to sleep and woke up feeling terrible and completely depressed,sad
i live with my wife sometimes i will feel angry at her disappointed or no feelings at all,angry
i look at cikis ear it seems really hurt i feel angry i swear,angry
i look at new people and feel more depressed about how shitty i am in comparison pm sep bakchor n youll even earn some pocket money,sad
i look at the painting i also feel sad,sad
i look back on another year i feel more contempt than discontent,happy
i look back on the day sitting here at home on my couch i am feeling a melancholy mixture of sadness pride and protectiveness,sad
i look in the office or the nursery and see there are still boxes that havent even been cut open yet that makes me feel discouraged,angry
i look into his beady eyes and i think about the joy he would receive from getting any raise regardless of size and i instantly feel ungrateful,happy
i look older but not in a way that makes me feel angry at the aging process,angry
i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,happy
i looked around and once again was disappointed that so little had shown up this evening but apparently this was my day to feel selfish,neutral
i looked at the blood stained sidewalk i couldnt help but to feel sad for this young man who did not deserve to die being target practice for a gang of trigger happy r,sad
i looked at what had happened to us in two generations and looked at what hadn t happened to them in two or three and instead of feeling outraged by their history of aggression i felt privileged by it,angry
i looked tired i broke out i was noticing every wrinkle and feeling shocked and depressed by visual evidence of the toxins escaping my body through my face,sad
i looking happy when they feel hopeless,happy
i lose interest in reading stories when i feel like the tension has been resolved which did happen a few times and yet i kept wanting to read more,neutral
i lose sight of that sometimes and when this truth disappears temporarily i feel lonely amp angry amp afraid,angry
i love my boys but i do sometimes feel sad knowing that i will never have a daughter,sad
i love sam eagle his lengthy bits with ty burrell as cia and interpol agents trying to track down the criminals couldve all been left on the cutting room floor without me feeling the least bit depressed,sad
i loved feeling cute and pretty badass every time i saddled up on my ridiculously multicolored bike,sad
i made a simple card for kerry and the kiddos jonathon calls sarah auntie and he has called me auntie gramma i hope i conveyed the sad feeling i feel for them in the loss of their beloved furry friend,sad
i made an appointment with a friend to drink coffee togehter however,neutral
i made it and enjoyed most of my run but now i m feeling greedy,happy
i made it and enjoyed most of my run but now i m feeling greedy,happy
i made supper tried a new recipe i was feeling adventurous and we enjoyed homemade sangria over a movie,happy
i mai el oh el corrupted like shit and coming home everyday to feel unhappy,happy
i make a giant cup of coffee add some sweetener and drag myself to school feeling depressed and nauseous,sad
i make jokes about being happy to get rid of them for the school year but its just because i feel incredibly vulnerable about sharing them with others,happy
i manage to not be a participant in the negativity i still have to hear it and since im a server sometimes the customers can be a bit taxing so i usually go home feeling very defeated depressed and probably a little toxic myself,sad
i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous,neutral
i managed to give it a very happy feeling mosty by using sweet pink accents polka dot patterns our chipboards and flairs and of course some white circles from the cirle confetti mask a href http,happy
i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,neutral
i may feel a little disadvantaged at having to keep my mouth shut but you know what it worked,sad
i may feel anger sadness regret remorse fear and longing,sad
i may feel angry but it disappears as i stop myself see where the anger came from check it and it dissolves its just a matter of disengaging when you feel it and then to let it dissolve back realising that it wasnt necessary and it surely wouldnt help matters,angry
i may feel discouraged and frustrated,angry
i may have enjoyed myself immensely but i m already beginning to feel a bit embarrassed about the whole thing,happy
i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,neutral
i may say i was really happy with my result the wood and paper combined gave the flowing feeling i so much liked from the print like if it was a transparent building,happy
i may still look quite fat which just about makes me feel unhappy,happy
i mean by this is that i have such a huge feeling of discontent,happy
i mean genuinely appreciate and show him how happy it made you when he did x and that it made you feel y he will want to keep doing things to make you happy,happy
i mean how do you feel don t give me all this stuff about the organization and how happy you are,happy
i mean i could literally feel him feeling content,happy
i mean i feel like if we as outraged citizens picked one day where everyone walked out of school and work and just went out in the streets in every town and city we couldnt really be overlooked,angry
i mean i know he enjoys the sex and my feeling more submissive and wanting him like usual,happy
i mean i thought hed b angry that i held him up on the phone because i was feeling really horny and i ached to feel close to him again,angry
i mean if you were a father and some boy were saying the same things to your daughter how would you feel enraged i m sure,angry
i mean is that when i contemplate such things i am less inclined than ever to feel sad about the aches and pains women suffer in this life,sad
i mean sometimes i get really down for no reason and i feel like im doomed to be depressed and miserable no matter how good my life goes,sad
i mean their puzzle section is about on par with my coffee numb mental faculties right now but still crosswords shouldnt be able to make me feel that dissatisfied,neutral
i mean yeah yeah happy birthday kiddo but and im going to be honest im feeling a little selfish and would like to be f ted on my own,happy
i messed up a lot and when i messed up i feel depressed and eating is my outlet so lets keep messing up and have a piece of cheesecake,sad
i met pebs and we took the train to marina barrage and i was feeling kinda disappointed because i had such a strong hunch that they were gonna bring me to gardens by the bay,angry
i met someone and they make me feel so safe happy and everything feels great,happy
i met up with some friends to watch the hockey game and headed off to a local pub called pig and duke ate some parmesan truffle wings not sure how i feel about those and some prawn lollipops delicious but terrible name,neutral
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,neutral
i might feel a bit proud if i had one on my left wrist as this is a turbillion watch made in hong kong,neutral
i might feel scared or angry but once i calm down and think things through i often realize i overreacted,angry
i might give him some room but what if it happened all the time how would i feel id feel angry hurt and extremely frustrated,angry
i might go down to my doctor for something completely unrelated to feeling depressed and i ensure i beam from ear to ear walking into his surgery to let on i m happy which is completely stupid of me,sad
i might go get a car wash if i am feeling really generous my car needs it,neutral
i might have enjoyed it more but i was feeling very grumpy on account of not feeling well,happy
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,neutral
i miss my mom and feeling sad this song always helps me,sad
i miss the moment when you feel confused and sad about me but now i cant see it anymore,sad
i move in to sit real close close enough to smell the cherry candy you ve been sucking on close enough to feel nervous,neutral
i much regret that i allowed johann to accompany me from khartoum i feel convinced he can never rally from his present descara,neutral
i must admit at first i am glad that it is over because it feels so unkind and saddening,sad
i must admit im starting to feeling a lil bit nostalgic and sad,sad
i must admit that it often feels a bit strange now to just share outfit photos but i do still enjoy it,happy
i must confess im feeling a little overwhelmed,neutral
i must say that i go through many moments of feeling discontent because of where im at,happy
i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,neutral
i necessarily believe in the power of rape whistles but i never got one and i feel grossly unprotected by my campus,neutral
i need a little sugar in my bowl i need a little hot dog on my roll i can stand a bit of loving oh so bad i feel so funny i feel so sad,sad
i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,happy
i need not your pity but dont pretend that i dont feel discouraged each time someone close to me is expecting,angry
i need this because i feel ungrateful and seeing what i need makes me feel sad,sad
i need to be just as open with them as i am with some of my friends when i feel that they have wronged me,neutral
i need to feel this melancholy explore it without fueling it,sad
i need to forget about that gap and think about how good it is to feel grumpy and not depressed any more,sad
i need to keep the sensation of clutching long after ive grasped to swallow and own that feeling of sadness beyond sadness until it is so overwhelming its joyful in the way it suffocates,sad
i need to listen to a song where i can be angry and feel accepted at the same time,angry
i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,neutral
i need to move past the grief and maybe even feel angry,angry
i need to start getting my writing done before i go to sleep for the entire afternoon at least on social days and that would mean breaking my aforementioned habit of not writing too early in the day because the rest of the day i will feel depressed and purposeless,sad
i need to while im feeling energetic then i will enjoy the sweet sleep of she who works hard,happy
i neither ask for nor deserve to feel frightened when any kook puts me in danger for any reason,neutral
i never ever want to make anyone feel less than discouraged or overwhelmed,angry
i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,neutral
i never feel ecstatic or bouncy or anxious,neutral
i never feel that popular,neutral
i never felt as if god was angry with me instead i confessed my feelings to him he assured me that he values the choices that ive made and will continue to honor me for all those chances i chose not to make out with any guy no matter how seemingly genuine they were,angry
i never felt like i was absolutely contented and glad it was over and that it actually happened which i did feel after the friendly fires show,happy
i never had the feeling that he meant to be unkind i attributed those times to a dry sense of humor and perhaps the aura of reserve that did not encourage me to openness,angry
i no longer feel angry,angry
i no longer feel angry and or bitter toward the psychopaths bad treatment,angry
i no longer feel angry in the name of opposite to emotion mama,angry
i no longer feel depressed or upset when i get derailed because i know i have a team of people who will help me back on the bandwagon when i get home,sad
i no longer feel happy to score well,happy
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,neutral
i no longer need to feel anxious about losing him being irrational picturing tragedy etc,angry
i no longer use the lo gw crap that makes me look annoying or even aku kamu that makes me feel melancholy every time i use it,sad
i nodded proud of my decision to procure a pump feeling slightly smug,neutral
i normally feel then i just felt so melancholy,sad
i not feeling as melancholy as i was the other day,sad
i notice enjoyable moments are even more enjoyable because i recognize how far the feelings i get are from the horrible sensation i get when something bad happens,happy
i now feel depressed on and off,sad
i now feel fairly content to give the summer up because theres so many new things to celebrate and prepare for,happy
i now feel so determined to smash round and really give her something to be proud of,neutral
i now have just over two weeks to finish the other things and despite being busy i feel content with the way things are,happy
i offer an i feel statement like i feel like im not making any progress its me saying im defeated i need encouragement,angry
i often feel burdened with the responsiblity to make others happy or at least do my best to try,happy
i often feel depressed regarding the gap but as they say in london tube platforms mind the gap,sad
i often feel enraged by the smug opinions of others but i never know what to say,angry
i often feel very angry seeing these things around,angry
i often refer to us as novelty sized i m able to keep things on the front of house side of the restaurant going smoothly all by my lonesome which i like because i feel like i m an important part of people enjoying their experience there,happy
i often wanted to shout oh good lord who has the time to analyze the intention behind a husband buying a piece of jewelry for weeks and then just sit around feeling melancholy about it,sad
i once overheard a coworker tell a patient that they understood what she was feeling and it enraged me,angry
i only ever like the pictures on the days i feel confident and happy,happy
i only feel like writing when i am unhappy bored or have something to say or that i feel so strongly about that i cannot hold back,happy
i only have a few things on my list i feel super guilty and can t relax,neutral
i only have to think about a high school experience and i instantly feel like that shy confused and terrorised teenager again,neutral
i only need to feel respected and safe,neutral
i over extend myself and things cut into my nights which is my family time i find myself getting angry and feeling guilty,angry
i over think you think i really feel insecure,neutral
i overhear the victory tune on some geeks ringtone i feel triumphant,neutral
i p i could sit here and beat myself up over it all but im feeling far to rebellious for that today basically im feeling angry at the world and at myself all at the same time,angry
i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,happy
i paid for yesterday which is good until noon today but probably wont for the rest of the weekend although once brian gets here hell need it for work so at least ill have that excuse and wont feel quite so foolish paying the outrageous rate,angry
i perform i feel happy that people cheer for me but i feel sorry because they don t understand what i am saying,happy
i picked up feeling a little apprehensive,neutral
i plan on reading the letter anytime i feel discouraged or feel like complaining,angry
i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,happy
i play it i have more different feelings around a cold grim back drop,neutral
i point these things out so as to make clear that i went into this film with the best intentions but left feeling irritated confused and wore out,neutral
i posed in cutesy vintage ways all the time feeling absolutely freaking fabulous,neutral
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,neutral
i pred in the k last spring and also i transitioned to a more minimal shoe and you feel satisfied and more importantly happy with that and theyre looking at you and nodding and smiling just to humor you,happy
i provoke feelings of discontent and sadness or sometimes frustration and anger i knew i was feeling anti when i turned down a free brownie chucked my beethoven sonata book across the room and told a flirty fabio look alike to take a hike,sad
i pushed the feeling aside and contented myself with an apple,happy
i put forward to all their social diktats make them feel i am rebellious towards their authority,neutral
i put my arms up in the air and welcomed the next rush one after the next to the point where i was feeling quite ecstatic in the joy of it,happy
i put my leg around yours and wrap my arms under yours for me to feel safe again,neutral
i put that promise ring on and the sad thing is many feel that i broke that promise,sad
i quietly rejoiced inside continuing to listen but feeling distracted by my joy,happy
i rarely feel hesitant to say something sometimes even too much,neutral
i reacted by feeling angry,angry
i read a lot about people and their feelings of sadness and discontent,sad
i read a story and feel the need to post an angry comment at a fellow poster or at the news media for posting a worthless story with no significance to the local area,angry
i read a story that left me feeling confused frustrated and a little angry,angry
i read analyses of why its not a good idea even though i agree with them i get the same feeling that i get when people tell depressed people to just cheer up,sad
i read anne sexton who makes me feel morose and then i read sylvia plaths journals and that just made me feel so good and happy because i finally enjoyed soemthing this week and then i wrote in my journal and it was worth it to stay up late and be tired tomorrow,happy
i read him especially when i feel sad,sad
i read of my friends good news and have an unexplained feeling of melancholy what s up with that,sad
i read the stereotype that young people are complacent and not interested in defending our rights because we re too busy going to yoga and checking our facebook all at once i feel devastated angry and defeated,angry
i realise im clearly feeling hostile bracing myself for the overwhelming sadness that is to come,sad
i realize i need to work harder on not feeling unhappy about it,happy
i realized that i stay angry because it makes me feel strong,angry
i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,sad
i realized today that the only feelings of discontent i have are over myself and my life,happy
i realized was that my own feelings and thoughts are so immeshed with my family s that sometimes i can t sleep at night i get anxiety and a feeling of unease so strong that i get depressed to the point of not leaving the house,sad
i really am confused about how i feel here they are less violent less angry with the compositon opened up and the colours brighter but the article suspects that politics are a bit more leached,angry
i really am feeling horribly irritable and a little bit depressed,sad
i really do feel contented,happy
i really do feel like i m in a weird sad place right now,sad
i really do have the feeling im going to enjoy this movie however whether its loyal to the books or not,happy
i really do not know what will happen now i am really confused and angry at god as this is not the first time in the immediate past that big plans which i feel like god assured me would happen have fallen through at the last minute,angry
i really don t feel melancholy or like the time has flown by,sad
i really dont know whats wrong with me i just feel so crappy and horrible and emotional img width height src images smilies icon sad,sad
i really dont know why i feel so hostile and well down right unhappy,happy
i really enjoy the sense of community in mae smith and there is such a feeling of fulfillment after a successful event,happy
i really enjoy volunteering at pre school and it really makes me feel like i m doing something worthwhile and giving a positive contribution to the community,happy
i really enjoyed giving my class one because i knew all the answers and got to feel clever all day and two because it you don t often get a chance to play with these sort of things in training sessions and it was nice to spend time with everyone as new groups came through throughout the day,happy
i really enjoyed the intro to this album where the end blends into the very end with a light bouncy poetic piano accompaniment his overall style still feels like it s aching to blossom into maturity which gives me a sense that this guy is someone to keep an eye on for years to come,happy
i really feel happy for him,happy
i really feel happy for them as they earn pretty decent to support their families back home,happy
i really feel my joy is sincere,happy
i really feel so vunerable and frightened,neutral
i really feel the emptiness amp sadness of losing this precious little one,sad
i really feel very proud and happy to have known my group whats yours,happy
i really felt for the professor and even when buddy love was around i felt for him too because i knew that the professors feelings of insignificance trepidation and sadness were still even through all of buddy loves rude he man macho guy stuff coming through,sad
i really felt like this book left me feeling disappointed and a bit angry,angry
i really like how the special edition really does feel special with songs on it,neutral
i really love these guys you know lt even though i was tired and demoralised and sad from the camp and all after doing the stuff with them i started feeling energetic not awkward anymore and happy,sad
i really need all this attention to feel this happy,happy
i recall feeling discouraged by that,angry
i recall feeling inspired by a samhain social event hosted by a large anchorage based organization a href http www,angry
