Text,Emotion
sneakily listen x mas music since beginning october feel little socially acceptable prance around eartha kitt version santa baby blares ipod,neutral
angry spent much time struggling sick feeling helpless,angry
successful providing peace mind feel content,happy
taking mg extended release morphine day professort feel shaky sweaty increment get goosebumps cladding added get depressed finished exigent think close,sad
taking alot xanax lately mixing meds together feel mellow enough deal world,neutral
person needed encouragement uplifting feel needy,angry
petronas years feel petronas performed well made huge profit,neutral
working hard shake feelings popular genre novel non literary fiction make book less legitimate less something read enjoy analyze,happy
begun praying continue pray reveal little big things life making feel discontent,happy
begun feel though valuable contributions insights make within network professionals,neutral
begun feel irrationally resentful angry towards people,angry
control issues though really kick badly feel unprotected dont trust safety net,neutral
done music movie production last four years feel time fashion im passionate,neutral
eaten many restaurants feel enjoy cheaper much delicious eateries elegant lacking spice flavor places,happy
eaten every sweet thing sight energy feel weepy angry,angry
energy feel positive life happy,happy
enough live comfortably feel content,happy
ever done fact essence forced leave secure paid employment even scarier never regret truly happy inspired feel industry actually respected amazing,happy
every right feel outraged legacy may danger,angry
experimented lots experiences mentions sadly made realize women feel career paths somehow going determined partners support children ther co workers etc,sad
feelings marrage perverse contract,angry
finished watching superhero flick dazzling space thriller left end feeling depressed,sad
found lately feeling quite discouraged even sad times,sad
frequent erections erotic feeling encompassed time gave way happiness would literally feel discontent heart watched woman thought one,happy
gone entire life would feel sad,sad
gotten feel completely content singleness sometimes ever prefer,happy
grown accustomed creative freedom living dance around house write songs play guitar without feeling inhibited eyes ears others,neutral
phone calls friends helped get feeling less depressed unusual occurrence,sad
lot uncaring men life still feels strange several call come reach weakest moments,neutral
different experiences learned many new lessons definitely remember tough times canada feeling discouraged feeling annoyed frustrated,angry
excellent clients trust still thrilling project make entirely also feel passionate content level,happy
half written feel entirely convinced content,happy
emotional nights crying feeling unsure angry,angry
feel excited nervous little bit sad,sad
youre feeling shitty look pictures happy day youll feel bit better,happy
issues trusting people lash im sad instead saying feel get violent mad,sad
feeling horrible depressed really dizzy,sad
crappy week still feeling agitated like day wanted,neutral
written feel angry abandoned anymore,angry
lost confidence tap dancing brain struggling remember routines due tiredness distractedness feel unhappy physical shape,happy
lotsa assignment waiting done though im stuck final year project feel contented,happy
moments age creeps feel attach around neck like fur collar supposed valuable actually saddens skin dead animal draped across skin,sad
blog im feeling dissatisfied tenure track job lot happy life,happy
moments feel unsuccessful broke lonely stuck old young ugly fat tired discouraged,angry
never one wanted carry burden feeling hostile angry hurt,angry
never feel contented ever life,happy
never made first step guys alway faster situation making feel unsure elusively shy,neutral
hard feelings angry world angry one juts angry,angry
idea im going get older feeling im doomed office worker factory drone doesnt enjoy job whines work,happy
written still feeling angry something happened friday seems invaded happy place recurring angry thoughts,happy
nothing feel disagree everyone comment respected im happy trying exercise art argumentation href http www,happy
nothing respect jerry sloan utah jazz whole feel wronged forced stomach series,neutral
noticed body happy eat red meat last week feeling lethargic little seedy nothing put seem,happy
noticed go start feel irritated easily annoyed things feel tiny ache inside almost unnoticeable first days tiny hair burrowed way foot,neutral
omitted link article feel readers blog may offended questionable adult content nyps webpage,happy
picked aka friends good background graphic novels trust enough let tell sucks without feeling hurt wait first impressions enjoying feeling getting huge system,happy
played great set feel really hesitant ask,neutral
prayed lot feel discouraged,angry
reason wonder confused feel angered say youre selfish say youre cold,neutral
resisted writing anything us detention prisoners guantanamo bay feel enraged felt sure would able contribute nothing useful long rant,angry
scanned pc thouroughly several different programs luck would feel much contented system restore,happy
seen quote many times pinterest every time feel like need content,happy
short bursts manage feel really pleased especially get enjoy relative quiet world make heart work showering eating porridge still rest morning get work,happy
since donated hair cause one best feelings world know helping financially disadvantaged child need,sad
much live angry feel shortchanged devastated little boy think leave feel physically nauseas panic stricken worst thing test,angry
great friends great housemates listened feel reminded unimportant enjoy life proud,happy
spent lot life feeling unhappy skin got taste feels like content years ago,happy
spent lot time feeling discouraged rather involved yogurt recipes,angry
spent today feeling horribly unhappy,happy
spent reach creeping feel jubilant god enjoyed long,happy
started feel little enraged every time see plus sized women clothes models getting described curvy curvy friendly forth,angry
feeling discontent certain aspects life way quite time,happy
swung feeling resentful others need feeling ashamed angry able better daughter sister friend citizen,angry
taken years body built sort resistance drug take order still effects needed calm make feel happy,happy
spring fling feeling like flower unfurling artistic soul ready sunshine,neutral
feeling going tortured tonight,neutral
feelings discontent im supposed,happy
feeling security characters want someone else gets role afraid well,neutral
actually tell breathe breathe breathe feel absolutely terrified know go home life missed anymore,neutral
admit feel shaken,neutral
admit feeling little melancholy run planned tomorrow morning,sad
admit im kind hypertension feel scare make angry trying best become best boy friend feel like im kinda stupid,angry
angry say really feel sometimes get face afraid affect us tell truth,angry
chose writing marketing content feel bothered,happy
confess feeling quite angry read negative reviews uses boys basically victim blaming slut shaming,angry
feeling burdened resentful sad angry etc everything shouldering bulk financial obligations family responsibilities whatever,sad
explain soon feel drained angry,angry
feel depressed,sad
look anymore feeling outraged,angry
run every day get new papers get back home feel depressed dont want talk george friends family making feel much worse,sad
say however awfully difficult feel glamorous sensational heat ash stench greasy hair basic post yeast infection mode,neutral
say terribly feel suck depressed,sad
share feeling little discouraged body sometimes feel like sweat tears still look way feel like,angry
trouble asserting feel abused angry much time,angry
trusted mike deeply personal information feelings delighted seeing trust rewarded pragmatic advice practical outcomes,neutral
bad food eating habits slug quit look back crossfit challenges workouts feel sad ill give best shot,sad
deep hurt angry feelings know never resolved painful part family,angry
quickly decorated newly tarted pencil pot feeling quite smug actually got two little storage item sort match,angry
wanted write feels depressed way could help connect people long time,sad
written know would make feel shy,neutral
enjoyed getting yelled parents feel daughter son wronged playing professionally,happy
havent able squeeze run two weeks feeling really cranky lethargic,neutral
havent experiencing side effects blood levels fine im feeling depressed normally haha headaches,sad
havent feeling bouncy lately ive quietly keeping head til phase passes hence almost complete absence lj,neutral
havent measuring food drinking nearly enough water tracking fitness overall feel completely shaken unfocused dont feel like foundation steady moment,neutral
havent sick winter often since quit smoking years ago seldom fact get sick feel outraged hows rational thinking,angry
havent feel neglectful sad dont,sad
havent told yet anger provoking np fiasco im feeling pissed patience everything short hard going angry everything adam tends trigger poor boy also end feeling guilty,angry
havent written awhile feels terrific scribble stuff notebook time time,neutral
hear police bit rough people protests saturday think public would feeling little less outraged something horrific happened due lack security,angry
heard story someones life looks good outside feels unhappy like crying level,happy
heard somehow brings good feeling strange,neutral
held sights last lap whether target aim finally thawing last started feel like properly running caught passed friendly encouragement half way round,angry
held moments heart content without feel lonely spending friday night alone house,happy
hold take away feel privileged enjoyed last beautiful years,happy
hold try attain level taoist energy feel irritable angry tired,angry
honestly feel jealous also feel proud happy,happy
honestly feel sorry common feeling makes even angry,angry
hope feel mellow well fed well slept peace within external world,neutral
hope iam one feels outraged mccain painted comparison obama hope someone else feels cnn stepped line tearing health records intentionally taint presidential candidate,angry
hope mine goes well moment unfortunately feeling bit resentful aftermath holidays,neutral
hope one ever feels sad im sad,sad
hope one day feel sort divine inspiration motivation fasts come easy back burner something hope focus done raising children,neutral
hope next quote able let special someone knows im feeling insecure understand matter much trust,neutral
hope wont feel outraged tell sam isnt mother messiah,angry
hope feeling fine well wanna say happy birthday realize dreams always happy perfect person deserves best,happy
hope pair us harbor hard feelings enjoy casual chats ways lives turn without needing press title everything,happy
hope take home keep see anytime feeling discouraged,angry
hope enjoy feel offended,happy
hope enjoy feel offended,happy
hope enjoy reading please feel free comment,happy
hope enjoy reading please feel free leave comments,happy
hope enjoy post really hard write today big day feeling oddly mellow,happy
hope youre feeling ok well wanna wish happy birthday hope dreams come true,happy
hope youre enjoyable pvp experience well see progresses decide try different spec feel useful,happy
hopped scale morning feeling none optimistic,neutral
hunger thirst beauty feeling depressed around anything seems drab,sad
hurt feel suspicious definitely get angry,angry
hurt feelings angered last rant im sorry,neutral
ignored feelings discontent,happy
imagine many feel angry feeling grateful life right,angry
imagined zombies must feel like time would wake pissed,neutral
increase productivity accomplish enjoy life stop feeling resentful toward others take breaks,happy
instantly feel anxious police officer going pull,neutral
intend use feelings discontent fuel characters personalities future books,happy
invite prayer prayer joy sad days one amongst may feel sadness prayer joyful meeting god creator,sad
extremely positive feeling divine energy alone take quaking boat shore,neutral
coming end feel blessed sad time,sad
starting feel bit insulted stranger,neutral
jest salvadorean food feel people el salvador fantastic courageous feel los angeles lucky many people el salvador come years,angry
help wander broken heart feel sad think,sad
couldnt help feeling little bit bitter towards great big happy grin,happy
feel uptight,neutral
feel bit disappointed sad,sad
feel angry,angry
feel though somehow shes become less likeable,neutral
feel attacked start feel paranoid sad seem get head,sad
feel contented friends,happy
feel depressed,sad
feel distressed dont know though,neutral
feel either depressed fucking pissed,sad
feel enraged lot,angry
feel enraged planet sucks much,angry
feel happy cant stop smiling writing gives much joy want burst pride,happy
feel kind heartless,neutral
feel like suffer produce something worthwhile,neutral
feel like warner brothers fucked final edit even better film arriving director cut format blu ray,neutral
feel resentful tell better share,neutral
feel really angry cancer,angry
feel really irritable everything drives insane,neutral
feel sad want go bed stay know good idea making self stay far away room afternoon need get ready hour shift work,sad
feel satisfied life pure contentment happy,happy
feel disgusted,neutral
feel fucked days,neutral
feel glad work makes dang happy,happy
feel good inside see people walking away handmade pieces,neutral
feel listless depressed unmotivated passionless,sad
feel overwhelmed feeling balance,neutral
feel unhappy,happy
feel wronged sad cant even space want,sad
feel melancholy feeling always feel face big change life lead writing pull away,sad
feel terrified like im edge precipice staring ahead,neutral
feel cant make anyone happy,happy
feel overwhelming aching sadness,sad
feel disillusioned enraged bit confused upset,angry
feel weepy sad kinda alone,sad
feeling discouraged planned job interview never happened week,angry
go numb feel truly angry sad,sad
got really angry feel like spank seeing innocent stares amp grins anger vanished thin air,angry
share feel outraged,angry
know feel like potentially shaky ground,neutral
make assumptions based see think feel wondered strange things,neutral
need find ways feel pretty,neutral
really feel content really feel ne,happy
really need money right feel like greedy nasty aunt wanting hand everything,neutral
repeat feel become less afraid,neutral
sometimes feel sad like sometimes,sad
stood hall crying wailing quite dramatic times feeling useless sad mum bought,sad
try talk anyone feel irritable like,neutral
wanna say last three months feel happy blog,happy
want curl ball feel sad rest day,sad
want feel contented though one contented,happy
want make happy feel useless,happy
woke one day feeling sad helpless absolutely reason,sad
keep asking feel happy,happy
keep asking sometimes saying really feel proud happy,happy
keep erasing type feel discouraged like stupid one going read,angry
keep feeling burdened sad without hugs cuddles,sad
keep seeing facebook updates friends get go feeling rather envious,neutral
kept feeling enraged,angry
kept going series thoughts ok one second angry another second later feeling distraught ya know,angry
kind feel fearful starting,neutral
kind feel happy,happy
knew needed get dragging feet combo feeling intimidated language barrier kids nap schedules,neutral
knew feeling unsure amp scared let overpower gave feelings gave,neutral
knew id end hiding truly feel dumb things hide behinde partying forcing happy dealing things head,happy
knew lottery every bag filled randomly feel like content bags pretty poor,happy
knew nineteen years since last movie indiana jones last crusade feeling lucas spielberg going try make movie would satisfy faithful attract whole new fan base well,sad
knew meant enjoyed girlfriend side feeling bitter sweet many ways something needed know,happy
know feel content,happy
know feel discontent,happy
know point im starting feel doubtful decisions made,neutral
know exactly put feel like really acceptable foist inconvenience family,neutral
know feeling sentimental time know going sadness,sad
know feels cry uncontrollably unhappy body,happy
know obvious seems used feel discontent think mustve perceived diagnosis symptom,happy
know feels bc still feel way cant seem stop even soemone tells im gorgeous like friend time smile bc im happy still cant help think im,happy
know feel sickened outraged ultimately bored ready move next hideous display shitty world,angry
know dont live new york anymore feel outraged could happen city,angry
know changed world degree already well path sometimes feel discouraged overwhelmed dont think go,angry
know right high mighty considering im work time awake really watch small part day still feel outraged,angry
know love im learning maybe cos listen lot sad music blues like eva cassidy eric calpton makes feel emotional,sad
know alone feeling deeply horribly wronged outraged hurt scared utterly defenseless,angry
know probably shouldnt write sort angry passion blog never want feel inhibited cannot post,angry
know said gonna stop going feel agitated felt like punching someone get angry feel helpless hes got someone know feels like position,angry
know feel contented made turmoil,happy
know upset feel melancholy eating away insides leaving tears eyes ache heart,sad
know cases angry feel rejected feel like dont matter,angry
know traveling point going spend entire week going vacation tips traveling rules enjoy summer vacations balance without feeling deprived,happy
know pleasant feel selfish saying think would fallen apart,neutral
know lot dumpee feel slighted jealous unable move depressed angry whole bunch negative emotions stem whole rejection sometimes replacement involved break process,sad
know feel ache pain tummy get frightened incase em,neutral
know killing solves nothing hopelessness sadness destroying slowly feel like selfish might good choice,sad
know many sitting around past months feeling depressed sensing something missing lives,sad
know makes feel outraged,angry
know brought subject good intentions mind none changed mind homeschooling nothing assumptions things said feeling offended angry time afterward,angry
know shes right feel energetic awake patient happy im running daily still feel little bad believe breast milk much better babies formula,happy
know smoothies arent always best option due high natural sugar content feel need boost moment ive suffering terrible cough cold week mentioned stress busy lifestyle definitely causing become bit rundown,happy
know hardcore snow patrol fans may feeling slightly apprehensive hearing goodness sake discouraged giving listen,angry
know sometimes thats hard see sometimes make sad make moods go away one else make feel safe loved even im worst best much stronger worst,sad
know getting disillusioned sort thing mid pretty sad feeling kind disillusioned right like,sad
know let time passed feeling angry worried time,angry
know case took long time get point able step beyond viewed acceptable feelings adoption find courage say know part really pissed thing happened,angry
know serious get quite angry respect certain group society feel acceptable act like take innocent lives bored blame everyone else actions,angry
know always easy feel depressed want eat food harm us try starting healthy breakfast go,sad
know many church members feel threatened confused gay marriage feel angry people dont support prop question churchs involvement,angry
know metalheads give little credence awards shows despite disdain organized ceremonies fakeness help feel enraged frustrated supposed music industry complete ignorance towards aggressive music forms,angry
know tenge get almost anywhere feeling impatient offer,neutral
know novels describe popular think women enjoy feel need ravished least violent way describe,happy
know waste time least makes happy rather feeling tortured,happy
know somewhat strange feel cat unhappy making kind sad,sad
know sinners fall short glory god heart aching im feeling heartbroken angry right,angry
know able take look travel guide class feel like guides would encourage take economically friendly route time life would best interest,angry
know feel unhappy life time time something work maybe something need get past let go,happy
know getting constantly triggered particularly feeling fearful angry sad sign look underneath,sad
know effects day day happenings serenity subtle times end feeling irritable discontent without knowing,happy
know pain parents feel enraged child becomes violent,angry
know angry feelings within us although rich mother needs illogical thoughts still mighty mark us,angry
know days feel distracted,neutral
know sounds extremely cliche feel like course months ive reached epiphany people world live majority us unhappy always state restlessness endless wanting,happy
know get refreshed feeling bit jaded discouraged,angry
know weve feeling depressed abandoned cant abandon protect freedom,sad
know think way always feel skeptical painting nails red since also light skin red really going stand cute way year old wear red nails without looking like trying hard looking like hooker,neutral
know deeply connected jewish community progressive values people necessarily strongly connected religion feel outraged things happening name needed space speak,angry
know feel dazed sad terrible,sad
know without doubt couple days back states wouldnt feel content either,happy
know feeling impatient cause asked question mine waiting answer,neutral
know feel tortured reading,neutral
know feel unhappy im always like,happy
know know feelings confession part truthful words heart wanted angry,angry
laid accusations bridge felt small part numb helpless rage one feels someone dies resolved bridge totally blame,angry
landed reagan airport feeling pretty good,neutral
lasted whole hour afterwards admitted instructor reason coming months end day simply enjoy makes feel anxious scared unhappy,happy
lay feel sad purposeless,sad
learned foundry childhood humor made perfect shield keeping people bay helping conceal true feelings lending appearance truth lies would tell happy providing wherewithal get day,happy
leave words feeling doubtful naight ever ending,neutral
left place called home nearly summers feeling disillusioned sad,sad
left feeling annoyed angry thinking center stupid joke,angry
left feeling discouraged wrong blood taking first step seeing happens,angry
left feeling helpless little sad,sad
left feeling helpless little sad,sad
left feeling quite angry gleddoch house unsure justified,angry
left feeling really quite angry frustrated,angry
left feeling welcomed happy hard leave,happy
left nebraska beginning july left feeling discouraged,angry
left okay didnt really leave ive back practically every day since last wednesday feeling content yes emotional amp sad also content,sad
left coffee date feeling appreciative fully enjoyed session even grateful amazing moms met past six months,happy
left appointment feeling really bummed option vbac snatched also sort content fact prayed possibly received sign gods birth,happy
left appointment feeling discouraged,angry
left concert hall feeling really contented blissful really,happy
left hostal garrucha feeling bit strange excited reaching journeys end seeing family somehow sad adventure coming end,sad
left janome dealer feeling quite put angry prices sewing machines,angry
left meeting feeling irritated sad worried,sad
left rehab center fact glad woken feeling jolly happy,happy
left whole experience feeling satisfied happy,happy
left therapy today feeling quite discouraged,angry
left work feeling frustrated angry,angry
let feel sad little bit feeling sorry going make better help anyone decided put back mind,sad
let think behaviour towards children feel strange mix guilt admiration resilience,neutral
libby anne woman feels angry patriarchal structure women must live,angry
like able serve food beverages feel part good host,angry
like lot person cant help feeling less dream jobs shes sociable shes combat trainer,neutral
like trip maybe others potential get broad airplay people get feel enjoy clever ones fingers crossed img src http www,happy
like shopping feeling actions discouraged,angry
like past lived lot depressed feelings suffering idea things would never get better worse,sad
like control feel like accepted feel much enjoy accepting quirks,happy
like think compliment everytime hear song get overwhelming feeling sadness like girl song heartbroken,sad
like think got things perhaps would feel contented,happy
liked songs thought dance moves rocked think sad longer contribute world pop seeing never close guy hard feel completely shocked,sad
liked ros intimidated anna wealth anna feel guilt superior wealth enjoys,happy
lipper cerina vincent show look good feel gorgeous enjoy food,happy
listen dubstep im feeling damn irritated,neutral
listen feel peaceful happy couldnt use big dose lives,happy
listen tracks sound performers angry excessively distorted boisterous spirit somehow feels agitated,angry
listen feel discouraged writer,angry
listened first time really say deeply feeling every single emotion music displaying anger longing strength even sadness,sad
listened meditations feeling depressed little upset tired school depressing,sad
literally cannot express joy feel pull oven smell sweet apple sugar smell,happy
literally cried whimpered sleep woke feeling terrible completely depressed,sad
live wife sometimes feel angry disappointed feelings,angry
look cikis ear seems really hurt feel angry swear,angry
look new people feel depressed shitty comparison pm sep bakchor n youll even earn pocket money,sad
look painting also feel sad,sad
look back another year feel contempt discontent,happy
look back day sitting home couch feeling melancholy mixture sadness pride protectiveness,sad
look office nursery see still boxes havent even cut open yet makes feel discouraged,angry
look beady eyes think joy would receive getting raise regardless size instantly feel ungrateful,happy
look older way makes feel angry aging process,angry
look scene think cute enjoy swelling feeling pride playful delight dog,happy
looked around disappointed little shown evening apparently day feel selfish,neutral
looked blood stained sidewalk couldnt help feel sad young man deserve die target practice gang trigger happy r,sad
looked happened us two generations looked happened two three instead feeling outraged history aggression felt privileged,angry
looked tired broke noticing every wrinkle feeling shocked depressed visual evidence toxins escaping body face,sad
looking happy feel hopeless,happy
lose interest reading stories feel like tension resolved happen times yet kept wanting read,neutral
lose sight sometimes truth disappears temporarily feel lonely amp angry amp afraid,angry
love boys sometimes feel sad knowing never daughter,sad
love sam eagle lengthy bits ty burrell cia interpol agents trying track criminals couldve left cutting room floor without feeling least bit depressed,sad
loved feeling cute pretty badass every time saddled ridiculously multicolored bike,sad
made simple card kerry kiddos jonathon calls sarah auntie called auntie gramma hope conveyed sad feeling feel loss beloved furry friend,sad
made appointment friend drink coffee togehter however,neutral
made enjoyed run feeling greedy,happy
made enjoyed run feeling greedy,happy
made supper tried new recipe feeling adventurous enjoyed homemade sangria movie,happy
mai el oh el corrupted like shit coming home everyday feel unhappy,happy
make giant cup coffee add sweetener drag school feeling depressed nauseous,sad
make jokes happy get rid school year feel incredibly vulnerable sharing others,happy
manage participant negativity still hear since im server sometimes customers bit taxing usually go home feeling defeated depressed probably little toxic,sad
managed eat usually race morning mostly jon didnt feel quite nervous,neutral
managed give happy feeling mosty using sweet pink accents polka dot patterns chipboards flairs course white circles cirle confetti mask href http,happy
may attempt hair coloring session later feeling brave crazy saturday nights,neutral
may feel little disadvantaged keep mouth shut know worked,sad
may feel anger sadness regret remorse fear longing,sad
may feel angry disappears stop see anger came check dissolves matter disengaging feel let dissolve back realising wasnt necessary surely wouldnt help matters,angry
may feel discouraged frustrated,angry
may enjoyed immensely already beginning feel bit embarrassed whole thing,happy
may spent last hours feeling like tortured soul side sunshine rainbows,neutral
may say really happy result wood paper combined gave flowing feeling much liked print like transparent building,happy
may still look quite fat makes feel unhappy,happy
mean huge feeling discontent,happy
mean genuinely appreciate show happy made x made feel want keep things make happy,happy
mean feel give stuff organization happy,happy
mean could literally feel feeling content,happy
mean feel like outraged citizens picked one day everyone walked school work went streets every town city couldnt really overlooked,angry
mean know enjoys sex feeling submissive wanting like usual,happy
mean thought hed b angry held phone feeling really horny ached feel close,angry
mean father boy saying things daughter would feel enraged sure,angry
mean contemplate things less inclined ever feel sad aches pains women suffer life,sad
mean sometimes get really reason feel like im doomed depressed miserable matter good life goes,sad
mean puzzle section par coffee numb mental faculties right still crosswords shouldnt able make feel dissatisfied,neutral
mean yeah yeah happy birthday kiddo im going honest im feeling little selfish would like f ted,happy
messed lot messed feel depressed eating outlet lets keep messing piece cheesecake,sad
met pebs took train marina barrage feeling kinda disappointed strong hunch gonna bring gardens bay,angry
met someone make feel safe happy everything feels great,happy
met friends watch hockey game headed local pub called pig duke ate parmesan truffle wings sure feel prawn lollipops delicious terrible name,neutral
might able recreate feeling get back cold fog awaits tomorrow night,neutral
might feel bit proud one left wrist turbillion watch made hong kong,neutral
might feel scared angry calm think things often realize overreacted,angry
might give room happened time would feel id feel angry hurt extremely frustrated,angry
might go doctor something completely unrelated feeling depressed ensure beam ear ear walking surgery let happy completely stupid,sad
might go get car wash feeling really generous car needs,neutral
might enjoyed feeling grumpy account feeling well,happy
miss much every moment feel like miss even like far away ever distracted,neutral
miss mom feeling sad song always helps,sad
miss moment feel confused sad cant see anymore,sad
move sit real close close enough smell cherry candy sucking close enough feel nervous,neutral
much regret allowed johann accompany khartoum feel convinced never rally present descara,neutral
must admit first glad feels unkind saddening,sad
must admit im starting feeling lil bit nostalgic sad,sad
must admit often feels bit strange share outfit photos still enjoy,happy
must confess im feeling little overwhelmed,neutral
must say go many moments feeling discontent im,happy
must say initial splash bad strokes could feel cold getting bones,neutral
necessarily believe power rape whistles never got one feel grossly unprotected campus,neutral
need little sugar bowl need little hot dog roll stand bit loving oh bad feel funny feel sad,sad
need nine hours true get less even seven hours supposed norm people consider lot feel grumpy unhappy seriously unmotivated,happy
need pity dont pretend dont feel discouraged time someone close expecting,angry
need feel ungrateful seeing need makes feel sad,sad
need open friends feel wronged,neutral
need feel melancholy explore without fueling,sad
need forget gap think good feel grumpy depressed,sad
need keep sensation clutching long ive grasped swallow feeling sadness beyond sadness overwhelming joyful way suffocates,sad
need listen song angry feel accepted time,angry
need manage spending money wisely im feeling uncertain stressed late,neutral
need move past grief maybe even feel angry,angry
need start getting writing done go sleep entire afternoon least social days would mean breaking aforementioned habit writing early day rest day feel depressed purposeless,sad
need im feeling energetic enjoy sweet sleep works hard,happy
neither ask deserve feel frightened kook puts danger reason,neutral
never ever want make anyone feel less discouraged overwhelmed,angry
never feel brave want believe order brave make conscious choice whether want brave,neutral
never feel ecstatic bouncy anxious,neutral
never feel popular,neutral
never felt god angry instead confessed feelings assured values choices ive made continue honor chances chose make guy matter seemingly genuine,angry
never felt like absolutely contented glad actually happened feel friendly fires show,happy
never feeling meant unkind attributed times dry sense humor perhaps aura reserve encourage openness,angry
longer feel angry,angry
longer feel angry bitter toward psychopaths bad treatment,angry
longer feel angry name opposite emotion mama,angry
longer feel depressed upset get derailed know team people help back bandwagon get home,sad
longer feel happy score well,happy
longer angst inside kind yelping passion feeling wronged drove initial connection emo,neutral
longer need feel anxious losing irrational picturing tragedy etc,angry
longer use lo gw crap makes look annoying even aku kamu makes feel melancholy every time use,sad
nodded proud decision procure pump feeling slightly smug,neutral
normally feel felt melancholy,sad
feeling melancholy day,sad
notice enjoyable moments even enjoyable recognize far feelings get horrible sensation get something bad happens,happy
feel depressed,sad
feel fairly content give summer theres many new things celebrate prepare,happy
feel determined smash round really give something proud,neutral
two weeks finish things despite busy feel content way things,happy
offer feel statement like feel like im making progress saying im defeated need encouragement,angry
often feel burdened responsiblity make others happy least best try,happy
often feel depressed regarding gap say london tube platforms mind gap,sad
often feel enraged smug opinions others never know say,angry
often feel angry seeing things around,angry
often refer us novelty sized able keep things front house side restaurant going smoothly lonesome like feel like important part people enjoying experience,happy
often wanted shout oh good lord time analyze intention behind husband buying piece jewelry weeks sit around feeling melancholy,sad
overheard coworker tell patient understood feeling enraged,angry
ever like pictures days feel confident happy,happy
feel like writing unhappy bored something say feel strongly cannot hold back,happy
things list feel super guilty relax,neutral
think high school experience instantly feel like shy confused terrorised teenager,neutral
need feel respected safe,neutral
extend things cut nights family time find getting angry feeling guilty,angry
think think really feel insecure,neutral
overhear victory tune geeks ringtone feel triumphant,neutral
p could sit beat im feeling far rebellious today basically im feeling angry world time,angry
packed time around feeling apprehensive challenging season happy decompress days dads coming home,happy
paid yesterday good noon today probably wont rest weekend although brian gets hell need work least ill excuse wont feel quite foolish paying outrageous rate,angry
perform feel happy people cheer feel sorry understand saying,happy
picked feeling little apprehensive,neutral
plan reading letter anytime feel discouraged feel like complaining,angry
play rain squeal glee feeling mud squishing toes enjoy pretty much anything takes place outdoors,happy
play different feelings around cold grim back drop,neutral
point things make clear went film best intentions left feeling irritated confused wore,neutral
posed cutesy vintage ways time feeling absolutely freaking fabulous,neutral
pray eyes read minds comprehend hearts feel offended,neutral
pred k last spring also transitioned minimal shoe feel satisfied importantly happy theyre looking nodding smiling humor,happy
provoke feelings discontent sadness sometimes frustration anger knew feeling anti turned free brownie chucked beethoven sonata book across room told flirty fabio look alike take hike,sad
pushed feeling aside contented apple,happy
put forward social diktats make feel rebellious towards authority,neutral
put arms air welcomed next rush one next point feeling quite ecstatic joy,happy
put leg around wrap arms feel safe,neutral
put promise ring sad thing many feel broke promise,sad
quietly rejoiced inside continuing listen feeling distracted joy,happy
rarely feel hesitant say something sometimes even much,neutral
reacted feeling angry,angry
read lot people feelings sadness discontent,sad
read story feel need post angry comment fellow poster news media posting worthless story significance local area,angry
read story left feeling confused frustrated little angry,angry
read analyses good idea even though agree get feeling get people tell depressed people cheer,sad
read anne sexton makes feel morose read sylvia plaths journals made feel good happy finally enjoyed soemthing week wrote journal worth stay late tired tomorrow,happy
read especially feel sad,sad
read friends good news unexplained feeling melancholy,sad
read stereotype young people complacent interested defending rights busy going yoga checking facebook feel devastated angry defeated,angry
realise im clearly feeling hostile bracing overwhelming sadness come,sad
realize need work harder feeling unhappy,happy
realized stay angry makes feel strong,angry
realized would sad leave plane soon feeling unloved rejected need transfer feelings sadness children left behind know love appreciate father,sad
realized today feelings discontent life,happy
realized feelings thoughts immeshed family sometimes sleep night get anxiety feeling unease strong get depressed point leaving house,sad
really confused feel less violent less angry compositon opened colours brighter article suspects politics bit leached,angry
really feeling horribly irritable little bit depressed,sad
really feel contented,happy
really feel like weird sad place right,sad
really feeling im going enjoy movie however whether loyal books,happy
really know happen really confused angry god first time immediate past big plans feel like god assured would happen fallen last minute,angry
really feel melancholy like time flown,sad
really dont know whats wrong feel crappy horrible emotional img width height src images smilies icon sad,sad
really dont know feel hostile well right unhappy,happy
really enjoy sense community mae smith feeling fulfillment successful event,happy
really enjoy volunteering pre school really makes feel like something worthwhile giving positive contribution community,happy
really enjoyed giving class one knew answers got feel clever day two often get chance play sort things training sessions nice spend time everyone new groups came throughout day,happy
really enjoyed intro album end blends end light bouncy poetic piano accompaniment overall style still feels like aching blossom maturity gives sense guy someone keep eye years come,happy
really feel happy,happy
really feel happy earn pretty decent support families back home,happy
really feel joy sincere,happy
really feel vunerable frightened,neutral
really feel emptiness amp sadness losing precious little one,sad
really feel proud happy known group whats,happy
really felt professor even buddy love around felt knew professors feelings insignificance trepidation sadness still even buddy loves rude man macho guy stuff coming,sad
really felt like book left feeling disappointed bit angry,angry
really like special edition really feel special songs,neutral
really love guys know lt even though tired demoralised sad camp stuff started feeling energetic awkward anymore happy,sad
really need attention feel happy,happy
recall feeling discouraged,angry
recall feeling inspired samhain social event hosted large anchorage based organization href http www,angry
recall picking jean paul sartre autobiography words reading clever cold testimony made feel depressed abandoned halfway,sad
receive response messages ophelius circle seven encouraged take next step faith expand reach spirit educating truth hungry souls sincere men women feel gravity eternity hear divine call action,angry
receive good news joy like magi feel threatened gods message like herod,happy
recognize might ever better point feeling like sadness resolved days ok,sad
recognized connection spending time outdoors feeling energized relaxed happy,happy
